,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Capex per Share
2015-03,0.09970024616559661,0.023320679886588182,0.032794007879430244,0.028538572445780584,0.024901859449979812,0.22171918560315385,0.433830986685265,0.22171918560315385,0.07568006618955146,0.077181619865,0.080119819865,0.5688084594664309,0.1330488189363903,0.4044946274566323,0.464809514393255,0.05982793037920718,0.05982793037920718,0.1381138077314256,0.3859894005154887,0.4198931914731932,0.4825041846732912,0.00017580610543979026,0.00021514189555808957,0.010246655194332046,0.005060912578390009,0.014155224743460038,0.011560046995521805,1.1213496932515337,0.014062200604318667,3.5539549504115604e-05,0.0020215196403566955,0.0005964488881227375,0.0005964488881227375,0.0003358423240962656,0.0770638126009693,0.23428917609046848,0.010012116316639742,0.0001598000344768143,0.34108569073436534,-0.15419121720062123,0.0009161999999999999,0.0120234,-0.0064297,0.022307499999999997,0.00159375,0.0034135,0.00032465,0.004255435433649666
2014-12,0.1276706368317268,0.030846734651336402,0.05771269340392622,0.05212488888569423,0.03333514744444798,0.21106669391256191,0.4328109720178495,0.21106669391256191,0.06252522213448314,0.06608525742,0.06777775742,0.36665145039946745,0.088587323449376,0.19597075327679256,0.21697887979774766,0.05358495833873897,0.05358495833873897,0.09085612061823886,0.2527040655456545,0.20098973198505427,0.2225358946055094,0.00027273859108166583,0.0004608743491219649,0.011235566943435391,0.005290919226862777,0.0063103538272249364,0.011330235970167501,1.850839694656489,0.01870949844651576,4.238464234463748e-05,0.0015540390590324013,0.0004825801954449792,0.0004825801954449792,0.00034361230116001135,0.10328330781010721,0.22848085758039807,0.007886676875957122,0.00011903644820976152,0.38274163840540254,-0.15818663848975592,0.0009792,0.0114329,-0.0055163,0.0196209,0.00188395,0.0041556,0.000319,0.005587804518231988
2014-09,0.06921781551512331,0.013913236093501152,0.02177280952390342,0.01544308406835052,0.02274888868293728,0.1832974780349325,0.3665735940680679,0.1832974780349325,0.05818680643331473,0.06396544729199999,0.066110547292,0.7554676661391284,0.15185396883412863,0.48275809276981146,0.6806282963609279,0.05734394227724637,0.05734394227724637,0.1569464361322793,0.5033542507385411,0.4989475267320755,0.7034533655245797,0.00013236833882124588,0.0001469230717186806,0.010783974468161404,0.005188600709975458,0.01633241967412822,0.010801128483167317,0.9708695652173913,0.01564899019723633,4.422700254225872e-05,0.003341207039092949,0.0007497091850058163,0.0007497091850058163,0.0003777621539085314,0.03439771547248183,0.10935358255451712,0.005111630321910697,0.0001808987963820241,0.239543053464248,-0.1332076918981486,0.0005082999999999999,0.010278899999999999,-0.0051760999999999995,0.0181084,0.0019214999999999998,0.0037653499999999998,0.00031039999999999996,0.006329725455552905
2014-06,0.06100244990871308,0.012626816143746231,0.016712441862947548,0.012750672368181533,0.021148450322327674,0.1970943655684911,0.3526300787774478,0.1970943655684911,0.05074845827520104,0.060760127594,0.062566427594,0.7842040216055758,0.16232134963133146,0.592492711789371,0.776586497878323,0.050239893826690925,0.050239893826690925,0.16714689996259885,0.5116652567386326,0.6101065586933203,0.7996731543200408,0.00012751783623254123,0.00012876865651566887,0.008399206217959318,0.004564982922883336,0.014771835132482829,0.014705984200844065,1.0282,0.013235673722250903,4.7185549364829076e-05,0.003700309757356737,0.000761380636888224,0.000761380636888224,0.00027597519324105697,0.04218428630193337,0.15397778691896338,0.008004936240230359,0.00019341739687967516,0.2366329903723,-0.08944863934974177,0.0021744,0.0114799,-0.0033631,0.0188237,0.0015879,0.0032822999999999997,0.00028455,0.003961769494766016
2014-03,0.5155322645313215,0.11545998204231912,0.15290005251774594,0.1361169621025169,0.21401263814143648,1.3573183196580134,2.2588955461563227,1.3573183196580134,0.1925311859410559,0.007514517104999999,0.007315817105,0.07350598752812287,0.016462597171712747,0.055506848168119384,0.062350789122137415,0.00625277053811398,0.00625277053811398,0.0160272906826447,0.04725980041989664,0.05403912767764809,0.060702100107865926,0.0013604333927456009,0.001603828939584269,0.007140182561013155,0.004165756423886712,-0.0012835917312661502,0.01632591186817256,1.5991764705882352,0.013242688056343542,0.00035411457087900264,0.0026029541230558543,0.0006423344871401658,0.0006423344871401658,0.0002904524027982077,0.09110363391655449,0.3071736204576043,0.012698519515477793,0.00015247776365946632,1.8777936117427987,-0.40964406521235797,0.0027332999999999997,0.011419599999999999,-0.0015268999999999999,0.0154811,0.0015335,0.0032012499999999997,0.0002963,0.016783090415229015
2013-12,0.6427385299395584,0.1458811345516878,0.2529930630574329,0.2301823960574597,0.1570967511539251,1.4472497745716861,2.444636145309752,1.4472497745716861,0.19021908953744787,0.007046710208,0.007335110208000001,0.053906901835985316,0.012235146383303816,0.03108385623290693,0.034164211228546494,0.005433754517133956,0.005433754517133956,0.012735892988853007,0.037410670719640944,0.03235602209086899,0.03556244646562591,0.0018550500324477088,0.002927039624331888,0.007364054162425589,0.004240976268296149,0.0014709032488397001,0.014942996894121149,2.078928571428572,0.01734241126070991,0.0003929493222037718,0.0021182680538555693,0.0005300899399242977,0.0005300899399242977,0.00027208860309791105,0.11090998043052835,0.2817710371819961,0.010489236790606654,0.0001182414834878633,2.179528591145186,-0.4807426188966958,0.0026577999999999997,0.012355699999999999,-0.0015152999999999998,0.016817199999999997,0.0017584999999999999,0.00373495,0.00031095,0.022810666999973212
2013-09,0.4049577934814677,0.08118176090501669,0.1070751979561908,0.08215438583598733,0.15409620989678288,1.3351870844054718,2.174832573425077,1.3351870844054718,0.1847555091097132,0.00700475567,0.007274855669999999,0.09324754619275825,0.01869330612190436,0.07069797809850627,0.09214358945014471,0.005669617455422545,0.005669617455422545,0.019414110989538852,0.06158347303817828,0.073424058033912,0.09569660181531175,0.0010724142787981066,0.0010852626926814708,0.0067544860743510675,0.004031449275362319,0.002286464065013121,0.016786385084062487,0.7375,0.013189563365282216,0.00039530286714482935,0.003686102236421725,0.0007133326216908625,0.0007133326216908625,0.00027806763285024156,0.042966175195143105,0.16249783174327842,0.007732003469210755,0.00014811058923996584,1.5616782221756202,-0.3479457621110716,0.0029628,0.0117793,-0.0010165,0.0160287,0.0017036,0.0033739,0.00029305,0.024920812120203476
2013-06,0.3788444295722382,0.07400352642891157,0.08395646447616228,0.06233456458041072,0.12063647322788365,1.3229899998712984,2.080475081189376,1.3229899998712984,0.18187707263499747,0.005964486036,0.006535486036,0.08644182660869565,0.016885559086147833,0.07619425186509965,0.10262364136269789,0.004835259526241548,0.004835259526241548,0.01850206957506441,0.05998610404772833,0.08348857991824224,0.11244814239504473,0.0011568473726576765,0.000974434337664698,0.006201825640027887,0.0038278560563605804,0.0052409362092703075,0.018783281478014266,0.0,0.011344927536231883,0.0004712895600783665,0.004073913043478261,0.0007488038954788664,0.0007488038954788664,0.0002939616523897206,0.03882936507936508,0.17521329365079363,0.008402777777777778,0.00016363276052430427,1.4842113467983191,-0.2833396611711005,0.0031899999999999997,0.011747899999999999,-0.0008282999999999999,0.0163372,0.00149045,0.00303135,0.0002897,0.021621899895751556
2013-03,0.46422073241751877,0.10164244048322481,0.13312423544592464,0.10864785850333183,0.12832264953852607,1.4424986132892141,2.014398369803029,1.4424986132892141,0.0,0.005771832585,0.004566532585,0.060457029276212416,0.013237237311652867,0.04615988951535509,0.05655886903478688,0.0042599694331685,0.0042599694331685,0.010472977971699196,0.03204584270175439,0.03652057409628919,0.04474799201371876,0.001654067379710737,0.001768069300298321,0.004373237877334121,0.0030426254088722062,-0.008458245614035088,0.017837388757463105,0.0,0.013097308054886353,0.0004315786993672825,0.002609196606263748,0.0006128018714308649,0.0006128018714308649,0.00028427209193655236,0.05438886472379296,0.18966072205306655,0.007359721618094825,0.0001318716602068665,1.8162954846578858,-0.150973146252474,0.0027829,0.012995399999999999,0.00040839999999999995,0.0141646,0.0014027,0.0030011499999999997,0.0002671,0.02447637694259284
2012-12,0.5805844186274386,0.13928828564003598,0.2495004877965654,0.2233533138214707,0.17204946981412608,1.356308764575319,2.0262195979193027,1.356308764575319,0.0,0.006033474216000001,0.004418074216000001,0.04613453292552379,0.011068157866157911,0.025755460667634258,0.028770560373849605,0.00473785923075715,0.00473785923075715,0.008104773657176403,0.023502895073944045,0.01885970381627252,0.021067541919794004,0.002167573694989666,0.0034757751917440195,0.005398049408697564,0.0035056709232589452,-0.008593467390147888,0.01543292305723245,0.0,0.01791252485089463,0.00041319477149481863,0.0019062547790181987,0.0005209862048723217,0.0005209862048723217,0.0002979784586512178,0.09542158859470468,0.22204480651731165,0.006468431771894094,9.997798649838569e-05,2.061711245268273,-0.20764370827635276,0.0025469,0.0121503,0.0003606,0.012721199999999998,0.0016284,0.00357545,0.00027759999999999997,0.02614717397509468
2012-09,0.3847379917802182,0.08796364639962004,0.09773025337552337,0.06027911315357642,0.11495285713368805,1.2645242175482287,1.8260773754891326,1.2645242175482287,0.0,0.008066544522,0.0069919445220000005,0.09809734308646481,0.022428250353111273,0.08829405124781087,0.14315074573203196,0.006823910432281533,0.006823910432281533,0.019440428521381305,0.058632658465408806,0.07653179205341507,0.12408064812777285,0.0010193956008763476,0.0006985642965995645,0.0048941713898993325,0.003285964194838241,-0.009011320754716981,0.014958486845519176,0.0,0.011110300376991369,0.00030843442234955036,0.0030256597348899427,0.0007092809875993994,0.0007092809875993994,0.0003043779534714649,0.026095401313910308,0.10273064838617538,0.0028020565552699227,0.00012456208641494745,1.5819998816573262,-0.21535742786296372,0.0019110999999999998,0.0112851,-2.0099999999999997e-05,0.0121417,0.0015949999999999998,0.0033142999999999996,0.0002444,0.03745114022194695
2012-06,0.37511031711350457,0.09450856403533575,0.1091282591745281,0.07739334584307979,0.08509412298965803,1.1968442879298085,1.6861917247170315,1.1968442879298085,0.0,0.007936212,0.007141712,0.08993893925657297,0.02266000057105331,0.07788999901854943,0.10982856352062,0.007102009915343726,0.007102009915343726,0.020391491305713386,0.05755731785944552,0.07009237412896262,0.09883354553003043,0.001111865459239244,0.0009105099510950563,0.004577345050382118,0.003140040271093213,-0.006403127014829143,0.015711736237144586,0.0,0.011546917497733452,0.0,-0.0,0.0007266653342089484,0.0007266653342089484,0.0003352445732246341,0.03438744515693554,0.11820114748565645,0.0028180897738778266,0.00012791594095308795,1.5953121287347352,-0.1841358635580804,0.0018882999999999999,0.010628499999999999,7.929999999999999e-05,0.011642999999999999,0.0014313499999999999,0.0030959499999999997,0.00026095,0.0317349133314483
2012-03,0.4203311290244727,0.12466412447104633,0.1499251822175026,0.13373879744493253,0.10856355220886764,1.0994513362616851,1.5681056352002918,1.0994513362616851,0.0,0.007777886895,0.006765786895,0.06692382459989675,0.01984863700045935,0.055647756278171284,0.062382795115495666,0.007588330401568811,0.007588330401568811,0.01726582681314755,0.04196097057181841,0.04840657433640981,0.054265214108116785,0.0014942361796841223,0.001603006082283741,0.0047255556205974755,0.0032090847655266543,-0.006276978417266187,0.015829691596953428,0.0,0.012026329375322664,0.0,-0.0,0.0005968968509161435,0.0005968968509161435,0.00031437581989478844,0.09262425447316103,0.25968190854870776,0.0049039098740888,0.00010820190884499566,1.7561031035379617,-0.15087448311370696,0.0018675999999999999,0.009775299999999999,0.00022759999999999998,0.0104032,0.0014006,0.0031060999999999997,0.00025995,0.016186384772570034
2011-12,0.49764725720994035,0.14031605482465329,0.18854164317146077,0.1731932320918198,0.11073626188320386,0.9672398959873949,1.4426110128340213,0.9672398959873949,0.0,0.006025697352,0.004994697352,0.04612444390691977,0.013005195761120586,0.03432663411188334,0.03736866574883722,0.00669120455726564,0.00669120455726564,0.010779999896402133,0.02765460025469243,0.02845332888230603,0.030974867299224808,0.0021680478186751127,0.002676038814768538,0.005399760143913653,0.0035063923680965672,-0.00570843253418969,0.01582656687953304,0.0,0.01343692590324556,0.0,0.0,0.0005622342606781343,0.0005622342606781343,0.0003149674432690852,0.12284114765570332,0.3242337298810357,0.005045486354093773,9.064813415923856e-05,1.7474793106540867,-0.11981749461087106,0.0020164,0.0085686,0.0006144,0.008939599999999999,0.0014949999999999998,0.0031666,0.00026665,0.01534841107964096
2011-09,0.30586697653685446,0.07165748091982975,0.11283645908393546,0.06338057122578328,0.10619329234910599,0.8289352107312028,1.2111228682900228,0.8289352107312028,0.0,0.005357923626,0.004376423626,0.08089874114449645,0.018952683501945525,0.051375238527183814,0.0914633599522021,0.006993308916008614,0.006993308916008614,0.015480805185709233,0.04729734816816168,0.041963981455556625,0.07470849481051554,0.0012361131778476757,0.0010933339869895339,0.0051890621940873195,0.0034163150613125267,-0.01060737058251378,0.0160843761172685,0.0,0.01574664049524385,0.0,-0.0,0.0007163070392642378,0.0007163070392642378,0.00038085089927903,0.02281557646029315,0.061846423102165815,0.0011879238678626119,0.00010541209762999644,1.1560651813595073,-0.10158689456839973,0.0017017999999999998,0.0072182999999999995,0.0005231999999999999,0.0074154,0.0013169499999999999,0.0029871499999999996,0.00024364999999999999,0.04945588785815216
2011-06,0.3095728001542934,0.07918371857924386,0.12035751860676527,0.10993404607348226,0.13100853056125308,0.7513460040285312,1.1360501540225179,0.7513460040285312,0.0,0.005254166481,0.004045066481,0.07189609306239737,0.018389858531377968,0.04730074253691035,0.051785595121230044,0.007577068314033141,0.007577068314033141,0.014157945052675789,0.04102501502028398,0.03641579475153043,0.03986858349103095,0.0013908961633452286,0.001931038926286356,0.005395641953766061,0.00350465538882332,-0.012262677484787021,0.017460813879891283,0.0,0.01519978106185003,0.0,-0.0,0.0006702600539008086,0.0006702600539008086,0.00017890930890425075,0.11546777546777545,0.296995841995842,0.005,9.940149102236534e-05,1.1569889096786017,-0.04333000692369954,0.0020039,0.0067433,0.0009482999999999999,0.0065898,0.0013536,0.0030190499999999997,0.0002493,0.010423472533283058
2011-03,0.2677572198492258,0.06498814104825536,0.06750647221965926,0.06038567373499992,0.17343920455470585,0.6673251957948212,1.0166242421939873,0.6673251957948212,0.0,0.004645838534999999,0.003048038535,0.07759877292467013,0.018834226030729314,0.07470394814278822,0.08351318596081252,0.007557035208289279,0.007557035208289279,0.01235674599667572,0.03668799392152143,0.04901171466473709,0.05479127332374618,0.0012886801714902907,0.0011974156996827268,0.005437318021373847,0.0035221908454859652,-0.019232065479056332,0.01931886381386936,0.0,0.01038750626357107,0.0,-0.0,0.0007147200713503873,0.0007147200713503873,0.0001315013065834949,0.09480182926829268,0.37602134146341465,0.006615853658536586,0.00011634977905703977,0.9878183228007009,0.006735450395931593,0.002267,0.0060228999999999994,0.001357,0.0053351,0.0013384,0.00294125,0.00025135,0.007120798484659347
2010-12,0.2908862670701647,0.06531098864998575,0.10630984211797316,0.09257103820975664,0.11676351635059078,0.5946519829347304,0.9298331110613144,0.5946519829347304,0.0,0.004431916374,0.003358516374,0.07381606219187208,0.016573487805242888,0.04534857642484397,0.05207892331374853,0.008107262967841072,0.008107262967841072,0.01255942699973823,0.04104260508371014,0.034365255029161976,0.03946552730904818,0.0013547187025510425,0.0019201625847284094,0.00586763253210405,0.0036978626271010574,-0.013117438592203347,0.018460600966589618,0.0,0.016277481678880743,0.0,0.0,0.0007090235967241315,0.0007090235967241315,0.0001456042055751539,0.07737925574030088,0.2117260490894695,0.0028186856690419642,0.0001118133203694701,0.9347938010241552,-0.0014821156235110859,0.0020131999999999997,0.0053403,0.0011851,0.005095,0.0013498499999999999,0.0029706,0.0002491,0.013738803908216524
2010-09,0.2236819390825995,0.04736871619563676,0.06248756131378917,0.05354820052756524,0.12382059263673759,0.5254870742120882,0.8147683078218856,0.5254870742120882,0.0,0.004012541931999999,0.0028864419319999998,0.09314164187558033,0.019724435589637712,0.07060605194439556,0.08239305815195072,0.008396020028875729,0.008396020028875729,0.014188870530403581,0.04997302513850416,0.0507908135139891,0.059269854866529775,0.0010736336399736347,0.001213694481585794,0.005731623108953568,0.0036433768272082783,-0.019496191135734073,0.020112923462986203,0.0,0.013191736304549674,0.0,-0.0,0.0007722558128103032,0.0007722558128103032,0.00014404852160727826,0.06990159901599016,0.2502214022140221,0.004046740467404674,0.00011011158629504007,0.7483729563951573,0.0317330814625366,0.0020956,0.0046708,0.0014286,0.0042117,0.0013239999999999999,0.0028563,0.00025739999999999997,0.008939360786223928
2010-06,0.1729528224358367,0.035835384164571764,0.05288831213467846,0.045992231443924725,0.10691128291336276,0.47491523108479966,0.7016486700258437,0.47491523108479966,0.0,0.003362350448,0.002391850448,0.10336152622194897,0.021416244891719744,0.07003437717142263,0.0805353400718563,0.007799286604346919,0.007799286604346919,0.015234716229299363,0.05306967934324384,0.04981983853363881,0.057289831089820366,0.0009674779742055012,0.001241690913712871,0.00501356962260212,0.0033393588258014677,-0.0215331706234746,0.02308032282859339,0.0,0.014758684291423302,0.0,-0.0,0.0009159235668789807,0.0009159235668789807,0.00015944380069524914,0.07669329073482428,0.2507987220447284,0.004361022364217253,0.0001394904458598726,0.6188071746589797,0.06312502616324543,0.0020421,0.0042079,0.0014418999999999999,0.0038375999999999996,0.0012208499999999999,0.002679,0.00025194999999999997,0.006896080690753745
2010-03,0.32225897111684126,0.07124991027502775,0.08957036922516276,0.08203899309255754,0.110629510405336,0.4345228564013937,0.621879641541834,0.4345228564013937,0.0,0.0034863482499999997,0.00248454825,0.05403515576565407,0.011946913336988553,0.04298296449266428,0.04692890362094494,0.008860293407542949,0.008860293407542949,0.008513975224453432,0.0272159957279001,0.030631836395019114,0.03344391237044017,0.0018506470201305907,0.0021308829374690266,0.004500609942055505,0.003103738366896261,-0.010973819695475957,0.02644206394635702,0.0,0.012571295722256666,-6.369090732650799e-06,0.0,0.0008594338976081146,0.0008594338976081146,0.000130220656536446,0.11892961876832846,0.42788856304985345,0.0062316715542522,0.0001494071688026866,0.8346218167221495,0.08756605138342102,0.0020107,0.0038604999999999998,0.0014627,0.0034067,0.0011928,0.00253885,0.00023674999999999998,0.0075313761326052265
2009-12,0.024874898630208198,0.005357865687230971,0.009169278134364191,0.00856497179131061,0.01206867969631156,0.056731835376221826,0.0847488097691312,0.056731835376221826,0.0,0.018290077751210998,0.017529177751211,0.541446943493517,0.11662359083855767,0.31638259386284384,0.33870514354094444,0.05113531019685473,0.05113531019685473,0.11177184053568195,0.35291277936804927,0.30322051117818716,0.32461440280020376,0.000184690302903515,0.00029524204727027263,0.0050766047864012525,0.003367206913177317,-0.015319106100261728,0.025450103077040542,0.0,0.01711367673179396,0.0,-0.0,0.0008212714404131863,0.0008212714404131863,9.160701702332826e-05,-0.15173228346456694,-0.4116272965879265,-0.005485564304461942,0.00013071478671172607,0.08269906267943815,0.014661169769070302,0.0020234999999999997,0.0035274,0.0015174,0.0032725999999999996,0.0012029999999999999,0.0025811,0.00023365,-0.0006043063430535818
2009-09,0.0194666724783144,0.004037815574268211,0.004959560203781255,0.004206855246808665,0.008392979213022747,0.05045674753943373,0.07502809918569148,0.05045674753943373,0.0,0.018141185166257998,0.017614885166257997,0.7164765073561611,0.14861296933118703,0.5833178510050805,0.687687079842987,0.057336236302964604,0.057336236302964604,0.1443015086938478,0.44798792386210573,0.5663950214230868,0.6677363596003791,0.0001395719175343315,0.00014541497569335173,0.005012958280657396,0.0033390875981558284,-0.01338504577822991,0.013858856248913611,0.0,0.012282780410742496,0.0,-0.0,0.000870811829278283,0.000870811829278283,9.536641333866657e-05,-0.06588983050847456,-0.2586228813559322,-0.004300847457627119,0.00014745637748832637,0.06770552727390139,0.018535758243922982,0.00044399999999999995,0.0031187,8.5e-06,0.0030278999999999996,0.00130135,0.0025356,0.00022759999999999998,-0.0007527049569725892
2009-06,0.015559502709725599,0.002922002358062297,0.003628525904158323,0.0031457880966447483,0.008959421891104581,0.04138118000301791,0.07620543786556999,0.04138118000301791,0.0,0.014307435407999999,0.013746935407999998,0.7826824621444202,0.14698413199095953,0.6302834981497797,0.7270038317073171,0.0552666695302843,0.0552666695302843,0.14122596474214097,0.47832064745998615,0.6055918681938326,0.6985231406504063,0.00012776573493932208,0.0001375508568712177,0.00859548825710754,0.004622351474864977,-0.019502435629784275,0.007784646779905168,0.0,0.012417943107221005,0.0,-0.0,0.0010376001643723034,0.0010376001643723034,9.680099709181552e-05,-0.07516556291390729,-0.32231788079470197,-0.006026490066225166,0.00018389151427984383,0.052159446650006935,0.006672811183660317,-0.00036909999999999997,0.0025421999999999997,-0.0009281999999999999,0.0025407999999999997,0.0011828,0.00249825,0.00022385,-0.0004827378075135742
